wavelengths obs_spec1d_cal
7400.492837449374 5.546990013990878e-06
7419.533897965268 8.81689681022515e-07
7438.574958481161 2.3265830259358312e-07
7457.616018997054 1.1126896781937131e-07
7476.657079512948 8.658515854714193e-08
7496.345506757237 8.671961667919298e-08
7516.171790810997 9.84901051744039e-08
7535.998074864756 1.1444354848112632e-07
7555.824358918515 1.2854158927148624e-07
7575.650642972274 1.370327170696519e-07
7596.142623559659 1.4053682625452645e-07
7616.821679520079 1.4158961568705708e-07
7637.500735480498 1.4153765259398867e-07
7658.179791440918 1.402098746697268e-07
7678.858847401338 1.3672290679278883e-07
7700.371897734962 1.3072915369885814e-07
7721.933659275137 1.224481374998492e-07
7743.495420815312 1.1303989607521219e-07
7765.057182355488 1.03647644957162e-07
7786.882018387384 9.507081762082996e-08
7809.300767016013 8.787847871253216e-08
7831.719515644642 8.302973961727448e-08
7854.1382642732715 8.037156939713658e-08
7876.557012901901 7.939323152395448e-08
7899.729226978634 7.946546603314776e-08
7923.038150816001 8.072446327624996e-08
7946.347074653369 8.308555353394355e-08
7969.655998490737 8.660842541285104e-08
7993.458481720237 9.151366146220033e-08
8017.6547489592285 9.857080675336974e-08
8041.851016198221 1.0836915867386749e-07
8066.047283437214 1.2098043031543564e-07
8090.633183224509 1.3576569772750361e-07
8115.749800600064 1.518486417191069e-07
8140.86641797562 1.6741567153710996e-07
8165.983035351175 1.805251770951197e-07
8191.50448138908 1.9050647932917724e-07
8217.537156849085 1.9698570079084765e-07
8243.569832309087 2.00156968913157e-07
8269.602507769092 1.9988098832450997e-07
8296.204613316635 1.96666927100061e-07
8323.185393346237 1.9096522887450362e-07
8350.166173375841 1.8408105067782892e-07
8377.146953405445 1.7798842206352248e-07
8404.970830174469 1.7476254038223856e-07
8432.89440111028 1.7596754780379218e-07
8460.81797204609 1.811049590837643e-07
8489.046489277176 1.886180018003696e-07
8517.944166217536 1.9633191204319075e-07
8546.841843157896 2.0269782530672025e-07
8575.739520098257 2.0602344132100257e-07
8605.462910612141 2.0533155569450153e-07
8635.329090749336 2.012522258577204e-07
8665.195270886532 1.95404529227627e-07
8695.565006699528 1.889897388665991e-07
8726.429715099295 1.8263962533817061e-07
8757.294423499065 1.768186443975354e-07
8788.421185273375 1.7080846326094831e-07
8820.277200235008 1.6379216228360656e-07
8852.133215196642 1.557756725270566e-07
8884.116966968737 1.472995308658689e-07
8916.993024791727 1.3877280614074297e-07
8949.869082614714 1.3042245595444518e-07
8982.82960994821 1.2247545954946558e-07
9016.717282504495 1.1593763161222352e-07
9050.604955060779 1.126767664265227e-07
9084.630376599534 1.132819909864807e-07
9119.557083059997 1.174255892700943e-07
9154.483789520458 1.2309570729972258e-07
9189.68786794662 1.2846106597198018e-07
9225.6440301601 1.3246594068199663e-07
9261.600192373577 1.344881220472379e-07
9298.071711564578 1.35313094285686e-07
9335.083346825708 1.3717339670911792e-07
9372.094982086837 1.4205653246209457e-07
9409.92827718812 1.4896849403968279e-07
9447.98472552213 1.5571891586340644e-07
9486.210885527606 1.5996668343183233e-07
9525.336434604384 1.6081332752101142e-07
9564.461983681162 1.595778738765297e-07
9604.224606179436 1.5715847696307772e-07
9644.406893477799 1.5464611873569446e-07
9684.712483566107 1.5136897436157517e-07
9725.974394521036 1.4614856322626015e-07
9767.236305475966 1.3889656516536236e-07
9809.234902239203 1.3133197377499617e-07
9851.563443602314 1.254079410569957e-07
9894.248909693486 1.2130938127551033e-07
9937.66499204897 1.1758656145965148e-07
9981.111157031053 1.1370506039062081e-07
10025.596465152406 1.1004082897312601e-07
10070.08514780815 1.0649694503580956e-07
10115.422257687535 1.0182811618192455e-07
10161.002673859715 9.578354162653127e-08
10207.210249634976 9.00974042461231e-08
10253.866018434732 8.736318940988976e-08
10301.002664309195 8.799143699664637e-08
10348.751695082789 9.003260294601271e-08
10396.872238468306 9.106473653799716e-08
10445.696335108329 9.155972164507748e-08
10494.845122434295 9.279541984184969e-08
10544.760972384644 9.570582384655083e-08
10594.991936064707 1.0050991736832368e-07
10645.979487320066 1.068401035158514e-07
10697.328480662352 1.1356756467390605e-07
10749.402199480246 1.1877723422568532e-07
10801.91578147971 1.2119296973301994e-07
10855.056058258819 1.2116438758684734e-07
10908.769197888905 1.201421453488157e-07
10962.989121736207 1.1614387313026945e-07
11017.933596399293 1.0798536028688709e-07
11073.20931432675 9.843800563789657e-08
11129.420329427321 9.241229380653728e-08
11185.869233670328 9.068885956175314e-08
11243.256412619383 9.191691726321899e-08
11301.023468608575 9.272638486187765e-08
11359.466668822562 9.148539263854166e-08
11418.572186811078 8.770196545388301e-08
11478.036439623922 8.487022545077651e-08
11538.5077296466 8.64035692986718e-08
11599.330625517627 9.286153499520453e-08
11660.845772681503 1.0033383182143635e-07
11723.059939535095 1.0507392592424099e-07
11785.678810874086 1.0680468509699994e-07
11849.200449102613 1.0670949134528501e-07
11913.233780931037 1.0569353388403732e-07
11977.74874258076 1.0310697616171449e-07
12043.195548175434 9.956746017417216e-08
12109.101286895519 9.659073231123172e-08
12175.552803353601 9.545574085531015e-08
12242.880549227797 9.710609828004591e-08
12310.694297159178 9.953867312398853e-08
12379.034672235546 1.0120477459592808e-07
12448.259748281627 1.0200998801376014e-07
12517.999705988517 1.0183971563525863e-07
12588.260600764726 9.82630698859046e-08
12659.30246466936 8.943111802935741e-08
12730.968669783866 7.592645295159514e-08
12803.162936184035 6.220969395846383e-08
12875.938475575776 5.463632460371566e-08
