wavelengths obs_spec1d_cal
7398.730932503315 1.6965780725534577e-05
7417.771993019208 2.5896010911424697e-06
7436.813053535102 6.601821205538508e-07
7455.854114050995 2.968275673285058e-07
7474.923356403895 2.1382496132127167e-07
7494.51094360845 1.9919242941018264e-07
7514.3372276622085 2.1258942555917717e-07
7534.1635117159685 2.3881096510627173e-07
7553.9897957697285 2.6614710478000174e-07
7573.837346106363 2.8616730400594425e-07
7594.229151831229 2.968979425682353e-07
7614.908207791648 3.0042761869671566e-07
7635.587263752068 2.990914438761031e-07
7656.2663197124875 2.942056939549874e-07
7677.003621140363 2.8688201685082733e-07
7698.376747608125 2.783270302417551e-07
7719.938509148301 2.702021319372041e-07
7741.500270688477 2.6495346168841455e-07
7763.062032228652 2.6420334932708555e-07
7784.839563830103 2.683455482093553e-07
7807.226318270878 2.7627071395838704e-07
7829.645066899508 2.8655413988504637e-07
7852.063815528136 2.9703243124326573e-07
7874.519405921315 3.0617241803131484e-07
7897.572408656351 3.121709017508664e-07
7920.881332493719 3.141059032674053e-07
7944.190256331087 3.115758882638805e-07
7967.499180168455 3.05737213775126e-07
7991.219555853216 2.9795629364680707e-07
8015.415823092208 2.8938267342274316e-07
8039.6120903312 2.8096009842024855e-07
8063.808357570193 2.7320100089341913e-07
8088.316678599761 2.655199993733703e-07
8113.425713013381 2.5714936096566796e-07
8138.5423303889365 2.476551688934404e-07
8163.658947764492 2.3697033421717536e-07
8189.098923541864 2.2586204556959752e-07
8215.128304694348 2.1455879165481318e-07
8241.160980154355 2.0341671410678306e-07
8267.193655614357 1.9255142381233153e-07
8293.708031272636 1.8263371497850624e-07
8320.68881130224 1.7482759593587206e-07
8347.669591331844 1.7081086766105675e-07
8374.700664765478 1.7144994104313088e-07
8402.387009924416 1.7608490936992644e-07
8430.310580860229 1.8320743292042416e-07
8458.234151796038 1.9070558024643682e-07
8486.407420028274 1.9724030587677313e-07
8515.270210116807 2.0167640195497783e-07
8544.167887057167 2.0398030474088923e-07
8573.107134893628 2.0513962635516509e-07
8602.699337099011 2.0728866876217323e-07
8632.565517236208 2.1237168691487607e-07
8662.431697373402 2.2067258381008032e-07
8692.709037498505 2.3009428791649664e-07
8723.573745898271 2.379904610377347e-07
8754.43845429804 2.4283432364640866e-07
8785.521060897836 2.440650955601681e-07
8817.329503583565 2.425209494707677e-07
8849.185518545199 2.3955140105117905e-07
8881.159313420974 2.3619601667887987e-07
8913.95094166632 2.3236045911189381e-07
8946.826999489309 2.270951231097833e-07
8979.804882479946 2.1931470045385e-07
9013.58159277558 2.0944389914313442e-07
9047.469265331863 1.994661382378775e-07
9081.482636102304 1.9130611088180705e-07
9116.325249580404 1.8533767088029928e-07
9151.251956040865 1.8035984784846172e-07
9186.408871587104 1.7535498451120817e-07
9222.31693921407 1.7032070084820456e-07
9258.273101427549 1.6562778878470726e-07
9294.646955723176 1.6073368430784423e-07
9331.658590984305 1.5435864701765124e-07
9368.697794329091 1.4646543776446699e-07
9406.406842838749 1.3860252638951558e-07
9444.46329117276 1.3351639052502702e-07
9482.67005754194 1.3267280127198173e-07
9521.716074363518 1.34785010710529e-07
9560.841623440298 1.3718469777822836e-07
9600.506463974287 1.3838606147480703e-07
9640.68875127265 1.392630804956276e-07
9680.988652796026 1.4107121607472392e-07
9722.156352719498 1.4485922894025516e-07
9763.420874528467 1.510088463323443e-07
9805.31816313085 1.5914067632078048e-07
9847.64670449396 1.6839897160890496e-07
9890.266370988596 1.7693381260339493e-07
9933.647620738335 1.826432674538437e-07
9977.155953405752 1.8502136330345013e-07
10021.479844129675 1.8494605230252994e-07
10065.994799971155 1.828720666637542e-07
10111.204616520428 1.7726948611388118e-07
10156.785032692607 1.6680492534068137e-07
10202.89310407778 1.5379353353745514e-07
10249.548872877536 1.4327425914823815e-07
10296.588854330055 1.3843468963524696e-07
10344.333387950195 1.3850172587325189e-07
10392.384215985716 1.4039790667811334e-07
10441.178550120192 1.4093476361327073e-07
10490.269687116535 1.3815751116850396e-07
10540.142165420564 1.330072879252175e-07
10590.317440980116 1.293330230879263e-07
10641.261513829606 1.311248219910548e-07
10692.543548644442 1.39025125147234e-07
10744.583720873537 1.494224040436147e-07
10797.01031657375 1.576349403154538e-07
10850.138889048947 1.6167532043252397e-07
10903.752126916323 1.62794591661946e-07
10957.973472416792 1.6209519653242598e-07
11012.818830825598 1.5956580069157183e-07
11068.146869979051 1.5520129896002048e-07
11124.206897820837 1.4969264504744006e-07
11180.659016403255 1.453184973910618e-07
11237.946269607848 1.4401455707575917e-07
11295.641108815034 1.46012307591666e-07
11354.058810188082 1.4935865183906807e-07
11413.069848269737 1.5202805017367255e-07
11472.608590054911 1.536977398838946e-07
11532.9090260109 1.540953827788558e-07
11593.674367087333 1.5140047978237613e-07
11655.155627908243 1.4266749633433636e-07
11717.273899392676 1.2678633661235324e-07
11779.905392640594 1.0667845998326104e-07
11843.32267309937 8.890692992522458e-08
11907.264090853609 7.970031752457242e-08
11971.847660987349 8.166622359951404e-08
12037.136515203607 9.328785849161192e-08
12102.956864820335 1.0929840218349723e-07
12169.463129144391 1.2377288313357197e-07
12236.644771645555 1.3323084800878044e-07
12304.373027473115 1.3733790930523904e-07
12372.773589400998 1.3714182939876626e-07
12441.852303003569 1.336934548486816e-07
12511.507842356797 1.2832838470634395e-07
12581.763166589331 1.224906397933746e-07
12652.734947201892 1.1726844885811425e-07
12724.31351079825 1.1291572093031462e-07
12796.458302453786 1.0888171134465697e-07
12869.260193887187 1.0458230107572694e-07
12942.701546420369 9.993496296507396e-08
13016.728588842161 9.503390176896573e-08
13091.336628404817 9.04191296030125e-08
13166.596300944871 8.652227131466431e-08
13242.45279557191 8.316153528172194e-08
13318.889629086538 8.007991454730238e-08
13395.894015855032 7.744107759505483e-08
13473.494981791995 7.543608110381579e-08
13551.692407858072 7.391585904119033e-08
13630.451811575631 7.248450582980997e-08
13709.741081131931 7.105507254926429e-08
13789.593440726447 6.955346208419291e-08
13870.00791387425 6.770367363359747e-08
13950.962542592888 6.552944182159307e-08
14032.578346524242 6.32381356221698e-08
14114.591371825045 6.102716390454733e-08
14196.91077930929 5.858743078509199e-08
14279.881617253002 5.5790293426552375e-08
