wavelengths obs_spec1d_cal
7400.998771405484 1.5610118232403437e-06
7420.039831921377 2.547688620514693e-07
7439.08089243727 7.391327622569787e-08
7458.1219529531645 3.797140723815892e-08
7477.202361486958 2.8978392010342453e-08
7496.87230463795 2.6915172818516215e-08
7516.698588691708 2.78613596246438e-08
7536.524872745468 3.004311687571779e-08
7556.351156799226 3.238287186554904e-08
7576.210833880554 3.4316889517954066e-08
7596.692080171171 3.5947181317601944e-08
7617.371136131591 3.752453881901597e-08
7638.0501920920115 3.90265816732247e-08
7658.729248052431 4.024689722628291e-08
7679.501601546606 4.1088654650076354e-08
7700.944808435372 4.161807181153815e-08
7722.506569975548 4.2014950723605894e-08
7744.068331515723 4.2292540377582544e-08
7765.630093055899 4.22769071948046e-08
7787.47769981885 4.191456641451496e-08
7809.896448447479 4.126509504239211e-08
7832.315197076107 4.038800379770854e-08
7854.7339457047365 3.9118004711346264e-08
7877.202988194165 3.7302698090260204e-08
7900.34856097213 3.50492159360791e-08
7923.657484809499 3.301221032218591e-08
7946.966408646866 3.1648051569176375e-08
7970.275332484232 3.092639792878532e-08
7994.101393032719 3.051644060508597e-08
8018.297660271711 3.0224082174391874e-08
8042.4939275107035 3.003802671250709e-08
8066.690194749695 3.004708970364154e-08
8091.300548867422 3.0281647240549326e-08
8116.417166242976 3.078484294913359e-08
8141.533783618532 3.1614446479587055e-08
8166.650400994087 3.281814574773941e-08
8192.19618731967 3.439349708285563e-08
8218.228862779677 3.613884262240023e-08
8244.26153823968 3.7895363210187443e-08
8270.294213699684 3.963293549375725e-08
8296.921511031858 4.132931051579641e-08
8323.902291061462 4.280817429005626e-08
8350.883071091068 4.4063366945183955e-08
8377.939665764387 4.531439202788782e-08
8405.712778486668 4.6710627863294045e-08
8433.63634942248 4.825721853900334e-08
8461.55992035829 4.97722440474468e-08
8489.814320249858 5.130736155601295e-08
8518.711997190218 5.3011816759735455e-08
8547.609674130581 5.509130839075988e-08
8576.565045099262 5.749828609478363e-08
8606.256475374887 6.014800863493483e-08
8636.122655512081 6.290001561740249e-08
8665.988835649277 6.555103103763544e-08
8696.385103038796 6.782438860360896e-08
8727.249811438563 6.960103311977443e-08
8758.114519838333 7.08753593303328e-08
8789.269206585319 7.16641349449155e-08
8821.12363626529 7.207772517085242e-08
8852.979651226926 7.217791743894841e-08
8885.035492998604 7.197414290770738e-08
8917.866564056087 7.15611221521127e-08
8950.742621879075 7.109173851290211e-08
8983.795749502624 7.00812885768392e-08
9017.617701061825 6.755645825628845e-08
9051.505373618109 6.308678011167663e-08
9085.600410328674 5.7231920707805096e-08
9120.485109456356 5.114045580288438e-08
9155.41181591682 4.5857230532565916e-08
9190.643585524413 4.224187297413119e-08
9226.599409897482 4.0477483659411024e-08
9262.555572110961 4.006611526359802e-08
9299.055135940238 4.069717906416824e-08
9336.06677120137 4.2327987468449725e-08
9373.120832190136 4.511035170657408e-08
9410.939462959263 4.9465029172370006e-08
9448.995911293272 5.604434127700248e-08
9487.28041440088 6.477774209645689e-08
9526.376027110951 7.47402687173504e-08
9565.50157618773 8.435039413757404e-08
9605.292276940814 9.18725373597025e-08
9645.474564239175 9.666335848681579e-08
9685.86240267997 9.852878169039128e-08
9727.070751618829 9.764723847852178e-08
9768.350441322684 9.464056842502806e-08
9810.359600433945 9.065424971316177e-08
9852.688141797058 8.763173712475375e-08
9895.402504593654 8.74826125153431e-08
9938.818586949137 9.04095117934741e-08
9982.390986976423 9.500751060702998e-08
10026.778559773626 9.924740718308404e-08
10071.309040485852 1.014489717084426e-07
10116.633360412401 1.0075473696526109e-07
10162.21377658458 9.778612933533708e-08
10208.449925212108 9.389418831756259e-08
10255.105694011861 9.002096694153897e-08
10302.271388602128 8.62533519162674e-08
10350.020419375722 8.207369283893014e-08
10398.169527994065 7.713515754148105e-08
10446.993624634088 7.185490429856326e-08
10496.171420589639 6.662841745767745e-08
10546.087270539985 6.171233723768095e-08
10596.346710054186 5.796617664320551e-08
10647.334261309543 5.667976189870097e-08
10698.712114864285 5.8180346990809385e-08
10750.785833682183 6.124937101551349e-08
10803.327754853633 6.426177458909677e-08
10856.46803163274 6.61683914937902e-08
10910.209858221306 6.705267891554406e-08
10964.446217519904 6.82933752623959e-08
11019.402309900022 7.123067967548667e-08
11074.754653068998 7.51902567374083e-08
11130.917375044613 7.81542423068872e-08
11187.452139680609 7.909883436811978e-08
11244.781229078608 7.836200640451834e-08
11302.576344272582 7.690755177324574e-08
11361.025841295203 7.508513119273777e-08
11420.152192538575 7.22253944165835e-08
11479.738059460184 6.8113928036856e-08
11540.115406772335 6.397069342048977e-08
11600.965124905902 6.093043997648493e-08
11662.496673950178 5.861534672546709e-08
11724.721410652488 5.6360207416173624e-08
11787.428107055059 5.420074681914154e-08
11850.88826232608 5.1906415262197016e-08
11914.947987434845 4.888436333609187e-08
11979.57479624087 4.577233470361547e-08
12044.935409640999 4.414875846249373e-08
12110.866948980522 4.4499769771216964e-08
12177.412208696647 4.5452604046178565e-08
12244.671163204257 4.5976155857735745e-08
12312.509941838842 4.664617671108187e-08
12380.957790335071 4.824355610002529e-08
12450.099656924453 5.100718912678253e-08
12519.863855502981 5.4590715490857354e-08
12590.191160592023 5.802095955801028e-08
12661.20874294328 6.01141260436945e-08
12732.879709832683 6.055855190138502e-08
12805.096631868777 5.977196343257423e-08
12877.961459048556 5.733931918103043e-08
12951.470211323518 5.292688653751167e-08
13025.594834370144 4.838512921204203e-08
13100.262164573265 4.6072696362636544e-08
13175.58475249408 4.596472498258433e-08
13251.509650222004 4.6384397664184075e-08
13328.039261594515 4.5833589597248976e-08
13405.103007780828 4.425909275393987e-08
13482.774934771016 4.3322625461688794e-08
13561.029722673997 4.477807717253344e-08
13639.86411453457 4.822647976049857e-08
13719.237163272572 5.1492915995406265e-08
13799.138819272439 5.30907014679247e-08
13879.6149826148 5.323707190660085e-08
13960.630922479131 5.2512680783000055e-08
14042.337164634006 5.10288189731702e-08
14124.37189387517 4.9129418337299594e-08
14206.756493941848 4.751652666890744e-08
14289.805351005974 4.7005141644605736e-08
14373.348444862508 4.772938055722615e-08
14457.368855726218 4.8839970466696694e-08
14541.860944057487 4.954195681722826e-08
14626.8002741276 4.968873070296882e-08
14712.168892369338 4.89050814368134e-08
14797.971943964973 4.621178085357185e-08
14884.208075174392 4.1068674842948955e-08
14970.846111766388 3.442318073871742e-08
15057.879940833129 2.873018811238826e-08
15145.303448358942 2.6273593000528797e-08
15233.095466254548 2.7690446518510264e-08
15321.237694322555 3.2014048562501034e-08
15409.722565055832 3.721390625106281e-08
15498.541030026938 4.13124811815414e-08
15587.688487021374 4.355637539356979e-08
15677.139283966282 4.412748952335056e-08
15766.88299183166 4.345801419762265e-08
15856.908097206035 4.193398187956739e-08
15947.203914706493 4.00088053634912e-08
16037.739634830577 3.815839935912759e-08
16128.521813737361 3.660577831923688e-08
16219.539930434146 3.528757684683396e-08
16310.763303768483 3.394625577072042e-08
16402.193094833896 3.254508325061341e-08
16493.814531357315 3.1046088488368413e-08
16585.61434103977 2.9527520739369042e-08
16677.573565107017 2.818870493757656e-08
16769.67046053176 2.708213900417662e-08
16861.931824650295 2.609232326006552e-08
16954.31522842962 2.5169878018191605e-08
17046.805095509582 2.437524305127624e-08
17139.40048698544 2.3791203387550263e-08
17232.086462477324 2.331716157649807e-08
17324.85133584866 2.2863349335217848e-08
17417.68574383022 2.2395183509107576e-08
17510.577821211147 2.18894993577879e-08
17603.516411691722 2.126094256168987e-08
17696.489235334804 2.0470966772997703e-08
17789.487048412357 1.9840731487202468e-08
17882.49887163956 1.9971785094632287e-08
17975.522345332385 2.165731435175097e-08
18068.56333960999 2.618191399819595e-08
18161.542113153973 3.699864262005221e-08
18254.52781035794 6.750513600765682e-08
18347.516309739927 1.8765740189295041e-07
18440.49674342523 9.166660094167143e-07
18533.468421705256 7.626780606095778e-06
18626.43603181759 inf
