wavelengths obs_spec1d_cal
7394.065844301633 1.2235432702567438e-05
7413.106904817526 1.9044240452446593e-06
7432.14796533342 4.914589832838281e-07
7451.189025849313 2.1975110204747235e-07
7470.230086365206 1.4455526979934516e-07
7489.653474469838 1.1969504983694206e-07
7509.4797585235965 1.1255417472541033e-07
7529.3060425773565 1.140319908921156e-07
7549.132326631116 1.1903776675034346e-07
7568.958610684876 1.2427334844179392e-07
7589.162752304671 1.28169353762252e-07
7609.841808265091 1.3069201163239872e-07
7630.52086422551 1.3228278067169246e-07
7651.19992018593 1.3329131338624723e-07
7671.8789761463495 1.338173023502505e-07
7693.0940838991055 1.339819508391964e-07
7714.655845439281 1.3372086315524236e-07
7736.217606979456 1.332259608515813e-07
7757.779368519632 1.3267993381205307e-07
7779.390204851957 1.3212323293838163e-07
7801.733691448092 1.3066750893147412e-07
7824.152440076721 1.2752980805828717e-07
7846.57118870535 1.220483994773137e-07
7868.989937333979 1.1449645833068799e-07
7891.861687580871 1.0557774797848455e-07
7915.170611418239 9.641773298238044e-08
7938.479535255607 8.800110205490557e-08
7961.788459092973 8.123579541996653e-08
7985.291434322004 7.669874408032e-08
8009.487701560995 7.41997059790312e-08
8033.683968799988 7.325777694849938e-08
8057.880236038981 7.353722687506373e-08
8082.166994891828 7.496214862678546e-08
8107.272104327192 7.747997017948827e-08
8132.388721702746 8.126109446556756e-08
8157.505339078301 8.664736162191621e-08
8182.724785933984 9.44009417564905e-08
8208.750260412347 1.0491544588955778e-07
8234.78293587235 1.180239793016345e-07
8260.815611332355 1.327773490300633e-07
8287.097699958198 1.4783038272896537e-07
8314.078479987802 1.6140845940252603e-07
8341.059260017408 1.7214711137893588e-07
8368.04004004701 1.795041339728304e-07
8395.545693432998 1.8340307483667283e-07
8423.469264368809 1.8396138313913363e-07
8451.39283530462 1.8140848837015713e-07
8479.373667544933 1.7652427117186243e-07
8508.190236202645 1.7019647759680746e-07
8537.087913143005 1.6435864157121275e-07
8565.985590083366 1.6135237352388885e-07
8595.382078458348 1.623889447076897e-07
8625.248258595542 1.6719257596612745e-07
8655.114438732737 1.7422387899676105e-07
8685.147137945485 1.8151063222533663e-07
8716.011846345253 1.870842800656272e-07
8746.876554745022 1.8960959138365525e-07
8777.787466157828 1.8833078901593475e-07
8809.52473244563 1.8406935195413604e-07
8841.380747407264 1.782800636233072e-07
8873.248826467112 1.7221865686593294e-07
8905.896258507268 1.6639303662851634e-07
8938.772316330258 1.607837258268438e-07
8971.649785603675 1.5462151561070994e-07
9005.279062499347 1.4751205257412296e-07
9039.16673505563 1.3957429547208017e-07
9073.06860481377 1.314424232427402e-07
9107.768154449263 1.234538408623968e-07
9142.694860909724 1.156602153288514e-07
9177.67085689713 1.0901547240181816e-07
9213.507625889328 1.0486277353763626e-07
9249.463788102807 1.0443736056659588e-07
9285.579049928876 1.0752219027640513e-07
9322.590685190005 1.1251974401708169e-07
9359.602320451135 1.1762693085979875e-07
9397.082956284597 1.2153362513836384e-07
9435.139404618607 1.2365205160224834e-07
9473.21745513445 1.2469972722986437e-07
9512.1302565342 1.2660305102530928e-07
9551.255805610977 1.3104430043089722e-07
9590.66174370591 1.3734132040401852e-07
9630.844031004273 1.4331233728096261e-07
9671.036113281138 1.4693636846891193e-07
9712.04712304639 1.4762722015679578e-07
9753.30903400132 1.463003294355755e-07
9794.947607418231 1.440005171292424e-07
9837.27614878134 1.4143166709377118e-07
9879.672736380344 1.378637556085405e-07
9923.010615861913 1.323085318980548e-07
9966.426698217394 1.2529344436223047e-07
10010.580050581282 1.187180260966566e-07
10055.068733237027 1.1375319051364212e-07
10100.037346633591 1.1001814849021646e-07
10145.61776280577 1.0646227232091701e-07
10191.462371194679 1.0289854227074844e-07
10238.118139994434 9.952806421564511e-08
10284.894933022217 9.569210816855626e-08
10332.634804254307 9.058667317862369e-08
10380.455771246172 8.507026008732535e-08
10429.216573684947 8.133301957580083e-08
10478.100575995748 8.078409029189576e-08
10527.912707797343 8.227617943735525e-08
10577.88645978598 8.358376195438426e-08
10628.76948778959 8.421632870468799e-08
10679.826241374527 8.52209294314495e-08
10731.825582162075 8.760684718072455e-08
10783.995418076966 9.177798057167098e-08
10837.119442047588 9.741992796671139e-08
10890.46816477435 1.0359737805069135e-07
10944.68808862165 1.0861899662664734e-07
10999.276197560624 1.1116662601605076e-07
11054.551915488082 1.1160675548298283e-07
11110.403021322221 1.103842895309509e-07
11166.751395603334 1.0656282852692085e-07
11223.88632524605 9.919245692211299e-08
11281.347902503096 9.072948854239443e-08
11339.740139042677 8.517975919859632e-08
11398.501017716022 8.375146063228723e-08
11457.965270528864 8.471098402852589e-08
11518.085044539004 8.527692086867307e-08
11578.650363488196 8.365498615695938e-08
11640.082358323647 8.03293571876274e-08
11701.953897219326 7.848016705971982e-08
11764.486983533949 8.08827236577003e-08
11827.759777072435 8.70403904665544e-08
11891.457829108213 9.348879794594576e-08
11955.97279075794 9.748239475737386e-08
12021.093695587431 9.902226309451059e-08
12086.680285321854 9.889232162328188e-08
12153.12319967808 9.735551000242541e-08
12220.1339760477 9.443108914328507e-08
12287.635447621149 9.09253016576661e-08
12355.96238804197 8.856901449352608e-08
12424.88697383728 8.856413326928747e-08
12494.318994284711 9.03825465640934e-08
12564.485605877857 9.234384372638321e-08
12635.3234655933 9.353979126386187e-08
12706.692297046882 9.382687356330862e-08
12778.666417167155 9.215705336074328e-08
12851.37430318614 8.657567137201232e-08
12924.663847558664 7.632371795382928e-08
12998.490160457217 6.367445698646737e-08
13072.965841496929 5.3382775748554415e-08
13148.112381516392 4.94723861126884e-08
13223.822272155056 5.282939328007153e-08
13300.068255742133 6.137480053352821e-08
13376.93073390298 7.111637787853853e-08
13454.42954123768 7.850104179231606e-08
13532.496925077605 8.230767456869435e-08
13611.090108483579 8.295852209010849e-08
13690.208413279399 8.130528518721698e-08
13769.959949526698 7.809102108217154e-08
13850.260038081326 7.430493981678218e-08
13931.087795076011 7.068780409817643e-08
14012.503839828607 6.76084183953172e-08
14094.472218749977 6.4973372255313e-08
14176.635689521627 6.232146377332354e-08
14259.501712067315 5.947108511260534e-08
14342.888083955098 5.651514485881746e-08
14426.736677439625 5.375947310842733e-08
14511.038910848822 5.1417918743540084e-08
14595.78765310564 4.9418494274390716e-08
14680.997718253093 4.758554449531343e-08
14766.671805315897 4.601055744847402e-08
14852.761685582205 4.482697396521289e-08
14939.265210259538 4.39245741558825e-08
15026.155650936398 4.311596430094038e-08
15113.426922085553 4.22905204512037e-08
15201.071673827268 4.144735015891839e-08
15289.069118324285 4.043964492494684e-08
15377.446588705037 3.9250171460259945e-08
15466.157802587444 3.804208974444978e-08
15555.191020185743 3.685604317175833e-08
15644.538444335903 3.549968430049584e-08
15734.180722948377 3.3894484634597125e-08
15824.1032395746 3.2168530710214115e-08
15914.296075735872 3.053070678545027e-08
16004.742987478634 2.9427943367156535e-08
16095.417402324449 2.9107548674356576e-08
16186.357065251867 2.941800683574411e-08
16277.512604845162 3.002403143123539e-08
16368.876162407869 3.0747324748557275e-08
16460.431699552257 3.1548419777609125e-08
16552.169447926994 3.2386835489985605e-08
16644.075222183495 3.309087011807128e-08
16736.12307816851 3.336800703074929e-08
16828.324291343335 3.305203269791278e-08
16920.666511209514 3.221181538269452e-08
17013.116869985017 3.112749306698008e-08
17105.6715102459 3.0092129589923204e-08
17198.324798058842 2.9175056151058727e-08
17291.060213665656 2.8124218300063785e-08
17383.87209285678 2.6782443375428097e-08
17476.747172035586 2.520221928237529e-08
17569.672004292308 2.3659287221495584e-08
17662.63399552051 2.2562620662771087e-08
17755.62416175702 2.226363523833057e-08
17848.631626015325 2.3075912671027567e-08
17941.649985983422 2.5537455497492124e-08
18034.688554266253 3.086750482597396e-08
18127.69326947021 4.2106272058143995e-08
18220.668678743805 6.916132617691191e-08
18313.659555426246 1.556106762242664e-07
18406.64337445395 5.758533637088282e-07
18499.61853905874 4.055291167404853e-06
18592.586149171082 inf
